id,research_segment,property_name,site_name,city,state,zip_code,country,url,lat,lon,distance_miles,distance_band,nearest_anchor,drive_time_hours,unit_type,property_type,quantity_of_units,property_total_sites,brand_id,is_open,research_status,discovery_source,rate_avg_retail_daily_rate,rate_winter_weekday,rate_winter_weekend,rate_spring_weekday,rate_spring_weekend,rate_summer_weekday,rate_summer_weekend,rate_fall_weekday,rate_fall_weekend,rate_unit_rates_by_year,cohort_winter_weekday,cohort_winter_weekend,cohort_summer_weekday,cohort_summer_weekend,has_url,rate_definition
10297,winter_missing_has_summer_only,Under Canvas Zion,Angels Landing Suite,Virgin,UT,84779,United States,https://www.undercanvas.com/camps/zion/,37.2682785,-113.1139831,241.9,75+,Snowbird,8.1,Safari Tent,Glamping,4,67,2a78831f-3c15-4b52-b5a3-6c249f6a86a3,Yes,published,Sage; web_research_hot_tub_2026_05_27,993.5,,,829,995,1094,1285,796,962,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":1264,""weekend"":802},""summer"":{""weekday"":912,""weekend"":912},""winter"":{""weekday"":null,""weekend"":null}}}",,,1094,1285,true,winter_weekday_or_weekend
10780,winter_missing_has_summer_only,Joli Voyageur Resort & Campground,Bunkies,Lavigne,ON,,Canada,https://jolivoyageur.com/,46.3272121,-80.1851166,242.6,75+,Boyne Mountain Resort,8.1,Bunkie,Glamping,4,12,,Yes,published,Sage,133,,,,,133,133,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":133,""weekend"":133},""winter"":{""weekday"":null,""weekend"":null}}}",,,133,133,true,winter_weekday_or_weekend
10276,winter_missing_has_summer_only,Basecamp 37,Tent,Kanab,UT,84741,United States,https://basecamp37kanab.net/,37.0044476,-112.3945017,250.3,75+,Snowbird,8.3,Safari Tent,Glamping,5,37,,Yes,published,Sage; web_research_hot_tub_2026_05_28,170.25,,,150,150,174,207,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":150,""weekend"":150},""summer"":{""weekday"":174,""weekend"":207},""winter"":{""weekday"":null,""weekend"":null}}}",,,174,207,true,winter_weekday_or_weekend
10362,winter_missing_has_summer_only,GLAMP Smoky Mountains,Domes,Cosby,TN,37722,United States,https://glamp.stayminty.com/,35.8069989,-83.2952925,255.7,75+,Snowshoe Mountain,8.5,Dome,Glamping,8,8,,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_28,390,,,,,390,390,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":390,""weekend"":390},""winter"":{""weekday"":null,""weekend"":null}}}",,,390,390,true,winter_weekday_or_weekend
10624,winter_missing_has_summer_only,Zion Glamping Adventures,Deluxe Double Queen,Hildale,UT,84784,United States,https://www.zionglampingadventures.com/,37.0176373,-112.9582279,256,75+,Snowbird,8.5,Bell Tent,Glamping,6,21,,Yes,published,Sage; web_research_hot_tub_2026_05_27,293.5,,,350,350,225,249,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":350,""weekend"":350},""summer"":{""weekday"":225,""weekend"":249},""winter"":{""weekday"":null,""weekend"":null}}}",,,225,249,true,winter_weekday_or_weekend
11914,winter_missing_has_summer_only,Roamstead,Maple Cabin,Cosby,TN,37722,United States,https://resnexus.com/resnexus/reservations/book/FBF415F2-C33B-4F06-BDCC-DD190FDF60BB,35.7716176,-83.2676081,256.4,75+,Snowshoe Mountain,8.5,Cabin,Glamping,5,84,,Yes,published,web_research_roamstead_resnexus_2026_05; web_research_hot_tub_2026_05_28,159,,,,,159,159,,,"{""2026"":{""summer"":{""weekday"":159,""weekend"":159}}}",,,159,159,true,winter_weekday_or_weekend
11474,winter_missing_no_seasonal,Wander Camp Smoky Mountains,King Tent,Gatlinburg,TN,37738,United States,https://thewandercamp.com/glamping/tennessee/smoky-mountains,35.7143,-83.5102,268.7,75+,Snowshoe Mountain,9,Bell Tent,Glamping,17,,77e1efee-2642-4738-860b-7153a44e22a8,Yes,published,Manual Research; web_research_hot_tub_2026_05_27; web_research_sauna_2026_05_27,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10248,winter_missing_has_summer_only,Under Canvas Great Smoky Mountains,Stargazer Tent,Pigeon Forge,TN,37862,United States,https://www.undercanvas.com/camps/great-smoky-mountains/,35.743146,-83.5744064,269.9,75+,Snowshoe Mountain,9,Safari Tent,Glamping,4,41,2a78831f-3c15-4b52-b5a3-6c249f6a86a3,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_27,430.17,,,359,431,474,556,345,416,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":692},""summer"":{""weekday"":384,""weekend"":384},""winter"":{""weekday"":null,""weekend"":null}}}",,,474,556,true,winter_weekday_or_weekend
11451,winter_missing_no_seasonal,Homegrown Campground & Cabins,,Slave Lake,AB,,Canada,,55.2810741,-114.7717876,271.4,75+,Lake Louise Ski Resort,9,Cabin,Glamping,5,,,Yes,in_progress,Tavily Search (Canada),,,,,,,,,,,,,,,false,winter_weekday_or_weekend
10140,winter_missing_has_summer_only,Camp Aramoni,Tent,Tonica,IL,61370,United States,https://camparamoni.com,41.2537826,-89.0087569,273,75+,Crystal Mountain Michigan,9.1,Safari Tent,Glamping,12,12,,Yes,published,Sage,450,,,450,450,450,450,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":450,""weekend"":450},""summer"":{""weekday"":450,""weekend"":450},""winter"":{""weekday"":null,""weekend"":null}}}",,,450,450,true,winter_weekday_or_weekend
10048,winter_missing_has_summer_only,Little Arrow Outdoor Resort,Tiny Homes,Townsend,TN,37882,United States,https://camplittlearrow.com/,35.671796,-83.7156483,279,75+,Snowshoe Mountain,9.3,Tiny Home,Glamping,5,17,,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_27,218.75,,,255,180,255,185,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":255,""weekend"":180},""summer"":{""weekday"":255,""weekend"":185},""winter"":{""weekday"":null,""weekend"":null}}}",,,255,185,true,winter_weekday_or_weekend
108,winter_missing_no_seasonal,Falling Waters Adventure Resort,,Bryson City,NC,28713,United States,https://www.fallingwatersresort.com,35.4311,-83.4472,280.5,75+,Snowshoe Mountain,9.4,Yurt,Glamping,8,8,,Yes,published,OpenAI Research - Yurts,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10089,winter_missing_has_summer_only,Under Canvas Grand Canyon,Suite Tent,Grand Canyon Junction,AZ,86046,United States,https://www.undercanvas.com/camps/grand-canyon/,35.6550794,-112.1568821,285.9,75+,Telluride Ski Resort,9.5,Safari Tent,Glamping,15,91,2a78831f-3c15-4b52-b5a3-6c249f6a86a3,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_27,598,,,499,599,659,773,479,579,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":659,""weekend"":824},""summer"":{""weekday"":417,""weekend"":417},""winter"":{""weekday"":null,""weekend"":null}}}",,,659,773,true,winter_weekday_or_weekend
11575,winter_missing_no_seasonal,Mojave Country Club,,Twentynine Palms,CA,92277,United States,https://mojavecountryclub.com/,34.206361,-116.01817,290.5,75+,Mammoth Mountain,9.7,Bell Tent,Glamping,4,,,Yes,in_progress,market_report_coverage_gap_joshua_tree_250mi,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10239,winter_missing_has_summer_only,Under Canvas Mount Rushmore,Suite Tent,Keystone,SD,57751,United States,https://www.undercanvas.com/camps/mount-rushmore/,43.8718626,-103.4166501,292.7,75+,Steamboat,9.8,Safari Tent,Glamping,13,74,2a78831f-3c15-4b52-b5a3-6c249f6a86a3,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_27,460.17,,,384,461,507,595,369,445,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":549,""weekend"":549},""winter"":{""weekday"":null,""weekend"":null}}}",,,507,595,true,winter_weekday_or_weekend
33,winter_missing_no_seasonal,River's Edge Treehouse Resort,,Robbinsville,NC,28771,United States,https://www.riversedgetreehouses.com,35.3226,-83.8078,299.8,75+,Snowshoe Mountain,10,Treehouse,Glamping,7,6,,Yes,published,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10706,winter_missing_has_summer_only,Glamping Aboiteau,Cottages,Cap-Pelé,NB,,Canada,http://glampingaboiteau.com/,46.2252714,-64.3174182,301.1,75+,Sugarloaf,10,Other Glamping Unit,Glamping,12,12,,Yes,published,Sage,282.5,,,,,275,290,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":275,""weekend"":290},""winter"":{""weekday"":null,""weekend"":null}}}",,,275,290,true,winter_weekday_or_weekend
9896,winter_missing_has_summer_only,Grand Canyon Glamping Resort,Tipi,Meadview,AZ,86444,United States,http://grandcanyonglampingresort.com/,35.9420995,-113.9070213,306.6,75+,Mammoth Mountain,10.2,Tipi,Glamping,5,27,,Yes,published,Sage; web_research_hot_tub_2026_05_27; web_research_sauna_2026_05_27,312.5,,,250,350,300,350,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":250,""weekend"":350},""summer"":{""weekday"":300,""weekend"":350},""winter"":{""weekday"":null,""weekend"":null}}}",,,300,350,true,winter_weekday_or_weekend
10646,winter_missing_has_summer_only,Progress Park Airstream Resort & Event Venue,Airstream,Louisville,KY,40218,United States,https://www.progressparkky.com/,38.1854666,-85.6556901,307.3,75+,Snowshoe Mountain,10.2,Airstream,Glamping,8,11,,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_28,278,,,,,264,292,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":264,""weekend"":292},""winter"":{""weekday"":null,""weekend"":null}}}",,,264,292,true,winter_weekday_or_weekend
172,winter_missing_no_seasonal,Seaside Airstream Retreat,,Halifax,NS,B3H 1A1,Canada,https://www.seasideairstreamretreat.com,44.6488,-63.5752,331.1,75+,Sugarloaf,11,Airstream,Glamping,6,6,,Yes,in_progress,OpenAI Research - Airstreams,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10467,winter_missing_has_summer_only,Postcard Cabins Brown County,Cabin,Columbus,IN,47201,United States,https://www.marriott.com/en-us/hotels/indbc-postcard-cabins-brown-county-outdoor-collection-bonvoy/overview/,39.103064,-86.092777,331.9,75+,Snowshoe Mountain,11.1,Cabin,Glamping,45,,ea901c21-2adf-47e9-b213-b06c94c7f4ca,Yes,published,Sage,171.5,,,125,250,131,180,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":125,""weekend"":250},""summer"":{""weekday"":131,""weekend"":180},""winter"":{""weekday"":null,""weekend"":null}}}",,,131,180,true,winter_weekday_or_weekend
11462,winter_missing_no_seasonal,Haven Hills Campground & Resort,,Aledo,IL,61231,United States,https://www.havenhillscampground.com/,41.1584097,-90.7514047,335.2,75+,Crystal Mountain Michigan,11.2,,Glamping,,74,,Yes,published,Tavily Search; web_research_hot_tub_2026_05_28,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
76,winter_missing_no_seasonal,Treehouse Adventure,,Kenora,ON,P9N 3X3,Canada,https://treehouseadventure.ca,49.7678,-94.4896,336.9,75+,Mount Bohemia,11.2,Treehouse,Outdoor Boutique Hotel,7,7,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10333,winter_missing_has_summer_only,Glamp Blue Ridge,Domes,Cherry Log,GA,30522,United States,https://glampblueridge.com/,34.7863851,-84.3059964,346.1,75+,Snowshoe Mountain,11.5,Dome,Glamping,7,7,,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_28,492.5,,,,,480,505,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":480,""weekend"":505},""winter"":{""weekday"":null,""weekend"":null}}}",,,480,505,true,winter_weekday_or_weekend
128,winter_missing_no_seasonal,Timberline Glamping at Lake Lanier,,Gainesville,GA,30506,United States,https://timberlineglamping.com/lake-lanier/,34.3439,-83.8304,352.7,75+,Snowshoe Mountain,11.8,Dome,Glamping,9,9,bd816ced-2d68-4070-9b96-3864e0cf1cef,Yes,in_progress,OpenAI Research - Domes,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
122,winter_missing_no_seasonal,Yurt Getaway,,Charlottetown,PE,C1A 1A1,Canada,https://www.yurtgetawaypei.com,46.2382,-63.1311,356.7,75+,Sugarloaf,11.9,Yurt,Glamping,7,7,,Yes,in_progress,OpenAI Research - Yurts,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10581,winter_missing_has_summer_only,The Grove Glamping,Glamping Tents,Battle Lake,MN,56515,United States,https://thegroveglamping.com/,46.3101153,-95.667137,368.5,75+,Mount Bohemia,12.3,Bell Tent,Glamping,5,5,,Yes,published,Sage; web_research_hot_tub_2026_05_28,184,,,149,219,149,219,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":149,""weekend"":219},""summer"":{""weekday"":149,""weekend"":219},""winter"":{""weekday"":null,""weekend"":null}}}",,,149,219,true,winter_weekday_or_weekend
214,winter_missing_no_seasonal,Pictou Lodge Beachfront Resort,,Pictou,NS,B0K 1H0,Canada,https://www.pictoulodge.com,45.6796,-62.7127,371.6,75+,Sugarloaf,12.4,Luxury Cabin,Outdoor Boutique Hotel,15,15,,Yes,in_progress,OpenAI Research - Luxury Cabins,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10559,winter_missing_has_summer_only,Silver Spur Homestead,Khushatta Hills Ranch,Tombstone,AZ,85638,United States,https://www.silverspurhomestead.com/,31.7092606,-110.0624073,373.5,75+,Ski Santa Fe,12.5,Bell Tent,Glamping,5,41,,Yes,published,Sage,205,,,200,200,210,210,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":200,""weekend"":200},""summer"":{""weekday"":210,""weekend"":210},""winter"":{""weekday"":null,""weekend"":null}}}",,,210,210,true,winter_weekday_or_weekend
11943,winter_missing_has_summer_only,Miraval Arizona Resort & Spa,Sunrise Room,Tucson,AZ,,United States,https://www.miravalresorts.com/arizona/stay-with-us/accommodations,32.279,-110.872,378.4,75+,Ski Santa Fe,12.6,Room,Outdoor Boutique Hotel,,400,,Yes,rejected,web_research_2026_05_landscape_hotels_4_pillars,1433.33,,,1350,,1550,,1400,,,,,1550,,true,winter_weekday_or_weekend
164,winter_missing_no_seasonal,The Shady Dell,,Bisbee,AZ,85603,United States,http://theshadydell.com/,31.4028,-109.8882,383.8,75+,Ski Santa Fe,12.8,Airstream,Glamping,9,9,,Yes,published,OpenAI Research - Airstreams,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10744,winter_missing_has_summer_only,Glamping Resorts Ltd - Buffalo Pound Lake,Domes,Findlater,SK,,Canada,https://glampingresorts.com/?utm_source=google&utm_medium=gmb,50.6629915,-105.5222549,405.4,75+,Castle Mountain Resort,13.5,Dome,Glamping,6,7,82ce1f0d-755b-4cf8-8ae7-6d8e1fc9ecb7,Yes,published,Sage,114.5,,,,,229,0,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":229,""weekend"":0},""winter"":{""weekday"":null,""weekend"":null}}}",,,229,0,true,winter_weekday_or_weekend
12289,winter_missing_no_seasonal,Dunya Camp,,Summerville,GA,30747,United States,https://dunyacamp.com/,34.4510055,-85.4495694,408.2,75+,Snowshoe Mountain,13.6,Yurt,Glamping,6,,,Yes,published,Google News RSS; web_research_hot_tub_2026_05_27,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
11442,winter_missing_no_seasonal,Northshore Resort on Buffalo Pound Lake,,Moose Jaw,SK,S6H 7K7,Canada,https://northshoreresort.ca,50.5714,-105.4172,408.9,75+,Castle Mountain Resort,13.6,Cabin,Glamping,12,,,Yes,in_progress,Tavily Search (Canada),,,,,,,,,,,,,,,true,winter_weekday_or_weekend
121,winter_missing_no_seasonal,Yurt Wilderness,,Prince Albert,SK,S6V 5R3,Canada,https://www.yurtwilderness.com,53.2001,-105.7673,438.2,75+,Mount Norquay,14.6,Yurt,Glamping,6,6,,Yes,in_progress,OpenAI Research - Yurts,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
9910,winter_missing_has_summer_only,Orr Family Farm,Teepee,Oklahoma City,OK,73170,United States,https://www.orrfamilyfarm.com/,35.3245443,-97.5295579,440.5,75+,Angel Fire Resort,14.7,Tipi,Glamping,7,20,,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_27,225,,,,,225,225,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":225,""weekend"":225},""winter"":{""weekday"":null,""weekend"":null}}}",,,225,225,true,winter_weekday_or_weekend
187,winter_missing_no_seasonal,Elk Ridge Resort,,Waskesiu Lake,SK,S0J 2Y0,Canada,https://www.elkridgeresort.com/,53.9167,-106.0833,441,75+,Mount Norquay,14.7,Luxury Cabin,Glamping,15,15,,Yes,in_progress,OpenAI Research - Luxury Cabins,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10699,winter_missing_has_summer_only,Haida Gwaii Glamping Co.,Rain Forest - Queen,Tlell,BC,,Canada,https://www.haidagwaiiglampingco.com/rooms/rain-forest-tents-queen.html,53.5664226,-131.9273119,451,75+,Whistler Blackcomb,15,Safari Tent,Glamping,10,10,,Yes,published,Sage,266.5,,,240,240,293,293,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":240,""weekend"":240},""summer"":{""weekday"":293,""weekend"":293},""winter"":{""weekday"":null,""weekend"":null}}}",,,293,293,true,winter_weekday_or_weekend
95,winter_missing_no_seasonal,Cape Breton Safari Experience,,Baddeck,NS,B0E 1B0,Canada,https://www.capebretonsafariexperience.com,46.0994,-60.7495,468.2,75+,Sugarloaf,15.6,Safari Tent,Glamping,6,6,,Yes,in_progress,OpenAI Research - Safari Tents,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
11572,winter_missing_no_seasonal,Palo 32°,,Strawn,TX,76475,United States,https://www.palo32.com/,32.5517,-98.4982,468.8,75+,Angel Fire Resort,15.6,Safari Tent,Glamping,6,,,Yes,published,market_report_coverage_gap_austin_250mi; web_research_hot_tub_2026_05_27; web_research_sauna_2026_05_27,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
11869,winter_missing_no_seasonal,Glamping the Flint Hills (Equine Estates Rustic Ranch),Bell Tent,Junction City,KS,,United States,,39.045,-96.831,470.6,75+,Eldora Mountain Resort,15.7,Bell Tent,Campground,,7,,Yes,published,web_research_2026_05_ks,,,,,,,,,,,,,,,false,winter_weekday_or_weekend
97,winter_missing_no_seasonal,Yukon Wilderness Safari Camp,,Whitehorse,YT,Y1A 0A1,Canada,https://www.yukonwildernesssafaricamp.com,60.7212,-135.0568,472.1,75+,Alyeska Resort,15.7,Safari Tent,Glamping,5,5,,Yes,in_progress,OpenAI Research - Safari Tents,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
120,winter_missing_no_seasonal,Yurt Escapes,,Cape Breton,NS,B1A 3B3,Canada,https://www.yurtescapes.ca,46.1351,-60.1831,495.4,75+,Sugarloaf,16.5,Yurt,Glamping,5,5,,Yes,in_progress,OpenAI Research - Yurts,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
11464,winter_missing_no_seasonal,The Destination,,Dadeville,AL,36853,United States,https://www.tdbsc.com/,32.810661,-85.7748347,504.8,75+,Snowshoe Mountain,16.8,,Glamping,4,,,Yes,published,Google News RSS; web_research_hot_tub_2026_05_27,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
9923,winter_missing_has_summer_only,North Texas Jellystone Park,Tipis,"Blvd, Burleson",TX,76028,United States,https://www.northtexasjellystone.com/,32.4955853,-97.2868824,529.1,75+,Angel Fire Resort,17.6,Tipi,Glamping,14,434,,Yes,published,Sage,152.5,,,,,115,190,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":115,""weekend"":190},""winter"":{""weekday"":null,""weekend"":null}}}",,,115,190,true,winter_weekday_or_weekend
11815,winter_missing_no_seasonal,Camp Ferncrest - Chambers Creek,,Grandview,TX,76050,United States,https://campferncrest.com/locations/chambers-creek,32.27,-97.18,542.9,75+,Angel Fire Resort,18.1,Dome,Glamping,10,,24547560-fceb-4649-b665-8204e1080ea6,Yes,published,Web research + all_campground_properties parity; web_research_hot_tub_2026_05_27,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
9924,winter_missing_has_summer_only,The Arrowhead Tipi Resort,Tipis,Point,TX,75169,United States,https://arrowheadtipis.net/,32.8296093,-95.9932492,582.6,75+,Angel Fire Resort,19.4,Tipi,Glamping,5,5,,Yes,published,Sage; web_research_hot_tub_2026_05_28,107,,,,,107,107,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":107,""weekend"":107},""winter"":{""weekday"":null,""weekend"":null}}}",,,107,107,true,winter_weekday_or_weekend
10676,winter_missing_has_summer_only,Udoscape Eco-Glamping Resort,Pods,Lago Vista,TX,78645,United States,https://udoscaperesorts.com/,30.4346654,-97.9842423,584.2,75+,Ski Santa Fe,19.5,Dome,Glamping,11,11,,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_27,450.5,,,,,248,653,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":248,""weekend"":653},""winter"":{""weekday"":null,""weekend"":null}}}",,,248,653,true,winter_weekday_or_weekend
88,winter_missing_no_seasonal,Sinya on Lone Man Creek,,Wimberley,TX,78676,United States,https://www.hillcountrysinya.com/,30.0005,-98.0986,599.5,75+,Ski Santa Fe,20,Safari Tent,Glamping,5,5,,Yes,published,OpenAI Research - Safari Tents,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10254,winter_missing_has_other_seasons,Collective Retreats Hill Country,Summit Tent,Wimberley,TX,78676,United States,https://www.collectiveretreats.com/retreat/collective-hill-country/,29.9744612,-98.0482916,602.9,75+,Ski Santa Fe,20.1,Safari Tent,Glamping,10,12,673454f4-49c6-4ecd-8048-159d06b792a2,Yes,published,Sage,264,,,223,305,,,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":223,""weekend"":305},""summer"":{""weekday"":null,""weekend"":null},""winter"":{""weekday"":null,""weekend"":null}}}",,,,,true,winter_weekday_or_weekend
10052,winter_missing_has_other_seasons,Camp Fimfo,Bluebonnet Cabin,NEW BRAUNFELS,TX,78132,United States,https://campfimfo.com/texas-hill-country,29.860572,-98.1550367,603.8,75+,Ski Santa Fe,20.1,Tiny Home,Glamping,25,40,,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_27,297,,,240,354,,,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":240,""weekend"":354},""summer"":{""weekday"":null,""weekend"":null},""winter"":{""weekday"":null,""weekend"":null}}}",,,,,true,winter_weekday_or_weekend
40,winter_missing_no_seasonal,Treehouse Resort at River Road,,New Braunfels,TX,78132,United States,https://www.treehouseresort.com,29.814,-98.1503,606.3,75+,Ski Santa Fe,20.2,Treehouse,Glamping,5,5,,Yes,published,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10443,winter_missing_has_summer_only,Postcard Cabins Gilchrist Springs,Cabin,High Springs,FL,32643,United States,https://www.marriott.com/en-us/hotels/gnvgs-postcard-cabins-gilchrist-springs-outdoor-collection-bonvoy/overview/,29.7641289,-82.6773355,616.7,75+,Snowshoe Mountain,20.6,Cabin,Glamping,12,,ea901c21-2adf-47e9-b213-b06c94c7f4ca,Yes,published,Sage,184.5,,,175,270,113,180,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":175,""weekend"":270},""summer"":{""weekday"":113,""weekend"":180},""winter"":{""weekday"":null,""weekend"":null}}}",,,113,180,true,winter_weekday_or_weekend
39,winter_missing_no_seasonal,Branson Treehouse Adventures,,Branson,MO,65616,United States,https://www.bransontreehouseadventures.com,36.6958,-93.355,664.3,75+,Crystal Mountain Michigan,22.1,Treehouse,Glamping,7,7,,Yes,published,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10583,winter_missing_has_summer_only,The Embers,Bell Tent,Branson,MO,65616,United States,https://www.theembersbranson.com/,36.6031252,-93.2954334,667.9,75+,Crystal Mountain Michigan,22.3,Bell Tent,Glamping,18,,,Yes,published,Sage; web_research_hot_tub_2026_05_27,158.5,,,139,155,165,175,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":139,""weekend"":155},""summer"":{""weekday"":165,""weekend"":175},""winter"":{""weekday"":null,""weekend"":null}}}",,,165,175,true,winter_weekday_or_weekend
10169,winter_missing_has_summer_only,Roaring River Hills Campground and Cabins,Big #3 / Big #4 / Big #5 / Small #1 / Small #2,Cassville,MO,65625,United States,https://roaringriverhillscampgroundandcabins.com/,36.620492,-93.8506885,684,75+,Crystal Mountain Michigan,22.8,Safari Tent,Glamping,5,10,,Yes,published,Sage,101.75,,,90,90,107,120,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":90,""weekend"":90},""summer"":{""weekday"":107,""weekend"":120},""winter"":{""weekday"":null,""weekend"":null}}}",,,107,120,true,winter_weekday_or_weekend
165,winter_missing_no_seasonal,Silver Bullet Retreats,,Orlando,FL,32801,United States,https://silverbulletretreats.com/,28.5383,-81.3792,686.7,75+,Snowshoe Mountain,22.9,Airstream,Glamping,10,10,,Yes,published,OpenAI Research - Airstreams,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
66,winter_missing_no_seasonal,Treehouse Villas,,Lake Buena Vista,FL,32830,United States,https://www.disneyworld.disney.go.com,28.3772,-81.5245,698.7,75+,Snowshoe Mountain,23.3,Treehouse,Glamping,60,60,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
11878,winter_missing_no_seasonal,Starlight Haven at Hot Springs,Geodesic Dome,Hot Springs,AR,,United States,https://www.visitstarlight.com/hot-springs/,34.502,-93.054,700.3,75+,Angel Fire Resort,23.3,Dome,Glamping,,8,,Yes,published,web_research_2026_05_ar; web_research_hot_tub_2026_05_28,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
11571,winter_missing_no_seasonal,Two Creeks Crossing Resort,,Livingston,TX,77351,United States,https://twocreekscrossingresort.com/,30.705,-94.885,715.7,75+,Angel Fire Resort,23.9,Safari Tent,Glamping,4,,,Yes,in_progress,market_report_coverage_gap_austin_250mi,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
